Carrier Code,Date (YYYY-MM-DD),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Departure delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
DL,2011-12-26,1463,N911DA,MSP,20:05:00,19:56:00,-9,0,0,0,0,0
DL,2011-12-26,1539,N317US,ATL,16:00:00,15:57:00,-3,0,0,0,0,0
DL,2011-12-26,1631,N345NW,MEM,17:19:00,17:16:00,-3,0,0,0,0,0
DL,2011-12-26,1645,N312US,DTW,09:48:00,09:41:00,-7,0,0,0,0,0
DL,2011-12-26,1663,N360NW,MSP,18:45:00,18:44:00,-1,0,0,0,0,0
DL,2011-12-26,1739,N912DL,ATL,17:59:00,17:57:00,-2,0,0,0,0,0
DL,2011-12-26,1763,N340NB,MSP,14:30:00,14:25:00,-5,0,0,0,0,0
DL,2011-12-26,1839,N921DL,ATL,19:00:00,18:56:00,-4,0,0,0,0,0
DL,2011-12-26,1939,N355NB,ATL,20:00:00,19:52:00,-8,0,0,0,0,0
DL,2011-12-26,1963,N332NB,MSP,11:50:00,11:45:00,-5,0,0,0,0,0
DL,2011-12-26,2039,N994DL,ATL,15:00:00,14:56:00,-4,0,0,0,0,0
DL,2011-12-26,2045,N351NW,DTW,16:40:00,16:34:00,-6,0,0,0,0,0
DL,2011-12-26,2063,N905DA,MSP,08:25:00,08:22:00,-3,0,0,0,0,0
DL,2011-12-26,2145,N320US,DTW,19:15:00,19:03:00,-12,0,0,0,0,0
DL,2012-12-26,0151,N908DE,ATL,14:00:00,13:56:00,-4,0,0,0,0,0
DL,2012-12-26,0221,N929DL,ATL,17:00:00,17:43:00,43,0,0,1,0,31
DL,2012-12-26,0403,N965DN,ATL,06:00:00,06:02:00,2,0,0,0,0,0
DL,2012-12-26,0629,N676NW,DTW,12:45:00,00:00:00,0,0,0,0,0,0
DL,2012-12-26,0839,N325US,ATL,06:59:00,07:09:00,10,0,10,114,0,0
DL,2012-12-26,0939,N627DL,ATL,08:00:00,10:55:00,175,175,0,22,0,0
DL,2012-12-26,1039,N951DL,ATL,08:59:00,09:39:00,40,0,40,20,0,0
DL,2012-12-26,1181,N361NB,JFK,17:00:00,18:03:00,63,0,0,58,0,0
DL,2012-12-26,1239,N970DL,ATL,11:00:00,11:35:00,35,0,19,5,0,16
DL,2012-12-26,1431,N344NB,MEM,11:30:00,11:48:00,18,0,0,0,0,0
DL,2012-12-26,1439,N919DE,ATL,12:59:00,13:09:00,10,0,0,0,0,0
DL,2012-12-26,1539,N927DN,ATL,16:00:00,15:57:00,-3,0,0,0,0,0
DL,2012-12-26,1545,N333NW,DTW,07:30:00,09:59:00,149,0,149,11,0,0
DL,2012-12-26,1631,N367NW,MEM,17:15:00,17:32:00,17,10,0,0,0,5
DL,2012-12-26,1663,N930DN,MSP,19:05:00,19:07:00,2,0,0,0,0,0
DL,2012-12-26,1739,N919DE,ATL,18:00:00,18:16:00,16,0,0,0,0,0
DL,2012-12-26,1763,N913DN,MSP,14:41:00,15:00:00,19,0,0,0,0,0
DL,2012-12-26,1839,N906DA,ATL,19:00:00,19:24:00,24,0,0,0,0,0
DL,2012-12-26,1931,N342NB,MEM,06:10:00,06:03:00,-7,0,0,0,0,0
DL,2012-12-26,1945,N340NB,DTW,15:00:00,15:27:00,27,0,0,14,0,17
DL,2012-12-26,1963,N337NB,MSP,11:58:00,14:14:00,136,8,0,0,0,101
DL,2012-12-26,2039,N925DN,ATL,15:00:00,14:59:00,-1,0,0,0,0,0
DL,2012-12-26,2063,N3763D,MSP,08:30:00,11:53:00,203,196,0,0,0,0
DL,2012-12-26,2145,N326NB,DTW,19:05:00,19:00:00,-5,0,0,0,0,0
DL,2012-12-26,2163,N953DN,MSP,06:25:00,06:23:00,-2,0,0,0,0,0
DL,2012-12-26,2339,N360NW,ATL,12:00:00,00:00:00,0,0,0,0,0,0
DL,2012-12-26,2359,N6703D,SLC,07:20:00,07:20:00,0,0,0,87,0,0
DL,2012-12-26,2384,N694DL,SLC,16:35:00,16:41:00,6,0,0,0,0,0
DL,2013-12-26,0151,N966DL,ATL,14:00:00,13:58:00,-2,0,0,0,0,0
DL,2013-12-26,0726,N323US,ATL,06:00:00,05:58:00,-2,0,0,0,0,0
DL,2013-12-26,0832,N673DL,SLC,16:39:00,16:38:00,-1,0,0,0,0,0
DL,2013-12-26,0872,N3738B,ATL,07:00:00,06:59:00,-1,0,0,0,0,0
DL,2013-12-26,0879,N318US,MSP,06:15:00,06:22:00,7,0,0,0,0,0
DL,2013-12-26,1139,N971DL,ATL,11:00:00,10:52:00,-8,0,0,0,0,0
DL,2013-12-26,1239,N930DN,ATL,12:00:00,12:00:00,0,0,0,0,0,0
DL,2013-12-26,1499,N948DL,ATL,17:00:00,16:59:00,-1,0,0,0,0,0
DL,2013-12-26,1519,N978DL,ATL,08:00:00,07:59:00,-1,0,0,16,0,0
DL,2013-12-26,1539,N962DN,ATL,16:00:00,15:59:00,-1,0,0,0,0,0
DL,2013-12-26,1545,N329NB,DTW,07:40:00,07:31:00,-9,0,0,0,0,0
DL,2013-12-26,1663,N939DN,MSP,19:10:00,19:12:00,2,0,0,0,0,0
DL,2013-12-26,1739,N944DL,ATL,18:00:00,17:55:00,-5,0,0,0,0,0
DL,2013-12-26,1763,N319NB,MSP,14:50:00,14:47:00,-3,0,0,0,0,0
DL,2013-12-26,1769,N961DN,ATL,09:00:00,08:59:00,-1,0,0,0,0,0
DL,2013-12-26,1839,N912DE,ATL,19:00:00,18:56:00,-4,0,0,0,0,0
DL,2013-12-26,1963,N361NB,MSP,11:45:00,11:40:00,-5,0,0,0,0,0
DL,2013-12-26,2039,N924DN,ATL,15:00:00,15:00:00,0,0,0,0,0,0
DL,2013-12-26,2045,N396DA,DTW,17:10:00,17:22:00,12,0,0,0,0,0
DL,2013-12-26,2063,N936DN,MSP,08:30:00,08:25:00,-5,0,0,0,0,0
DL,2013-12-26,2359,N650DL,SLC,07:30:00,07:30:00,0,0,0,0,0,0
DL,2014-12-26,0151,N925AT,ATL,12:59:00,12:59:00,0,0,0,0,0,0
DL,2014-12-26,0832,N673DL,SLC,16:45:00,16:38:00,-7,0,0,0,0,0
DL,2014-12-26,0834,N329NB,MSP,17:00:00,17:00:00,0,0,0,0,0,0
DL,2014-12-26,0839,N909DA,ATL,06:00:00,05:57:00,-3,0,0,0,0,0
DL,2014-12-26,0872,N368NW,ATL,07:00:00,06:57:00,-3,0,0,0,0,0
DL,2014-12-26,0991,N378DA,SLC,07:15:00,07:11:00,-4,0,0,0,0,0
DL,2014-12-26,1094,N921AT,ATL,09:00:00,09:01:00,1,0,0,0,0,0
DL,2014-12-26,1113,N334NB,DTW,15:00:00,14:54:00,-6,0,0,0,0,0
DL,2014-12-26,1139,N921DN,ATL,08:00:00,07:59:00,-1,0,0,0,0,0
DL,2014-12-26,1275,N915DL,DTW,07:30:00,07:24:00,-6,0,0,0,0,0
DL,2014-12-26,1439,N967DL,ATL,11:00:00,10:59:00,-1,0,0,0,0,0
DL,2014-12-26,1536,N908DA,ATL,17:00:00,16:53:00,-7,0,0,0,0,0
DL,2014-12-26,1539,N912DL,ATL,12:00:00,11:51:00,-9,0,0,0,0,0
DL,2014-12-26,1744,N940DN,DTW,11:04:00,11:00:00,-4,0,0,0,0,0
DL,2014-12-26,1839,N327NW,ATL,15:00:00,14:54:00,-6,0,0,0,0,0
DL,2014-12-26,1939,N963DN,ATL,16:00:00,15:56:00,-4,0,0,0,0,0
DL,2014-12-26,1963,N365NB,MSP,11:10:00,11:09:00,-1,0,0,0,0,0
DL,2014-12-26,2063,N961DN,MSP,08:35:00,08:31:00,-4,0,0,0,0,0
DL,2014-12-26,2139,N989AT,ATL,18:00:00,17:50:00,-10,0,0,0,0,0
DL,2014-12-26,2163,N317US,MSP,06:20:00,06:15:00,-5,0,0,0,0,0
DL,2014-12-26,2239,N975AT,ATL,19:00:00,18:55:00,-5,0,0,0,0,0
DL,2014-12-26,2339,N994AT,ATL,20:00:00,19:54:00,-6,0,0,0,0,0
DL,2015-12-26,0765,N922DX,MSP,06:30:00,06:29:00,-1,0,0,0,0,0
DL,2015-12-26,0832,N3764D,SLC,16:30:00,17:04:00,34,6,0,0,0,16
DL,2015-12-26,0839,N946DN,ATL,06:00:00,05:56:00,-4,0,0,0,0,0
DL,2015-12-26,0872,N961DN,ATL,07:00:00,07:03:00,3,0,0,0,0,0
DL,2015-12-26,0976,N896AT,ATL,16:00:00,16:08:00,8,0,0,0,0,0
DL,2015-12-26,1057,N961AT,DTW,06:10:00,06:07:00,-3,0,0,0,0,0
DL,2015-12-26,1139,N928DN,ATL,08:00:00,09:07:00,67,0,0,86,0,0
DL,2015-12-26,1239,N908DE,ATL,09:00:00,08:57:00,-3,0,0,0,0,0
DL,2015-12-26,1275,N935DN,MSP,16:56:00,17:48:00,52,0,0,16,0,16
DL,2015-12-26,1645,N940AT,ATL,18:00:00,17:59:00,-1,0,0,0,0,0
DL,2015-12-26,1744,N973DL,DTW,12:59:00,12:53:00,-6,0,0,0,0,0
DL,2015-12-26,1839,N940DN,ATL,15:00:00,16:16:00,76,54,0,0,0,0
DL,2015-12-26,2063,N955DN,MSP,08:35:00,08:32:00,-3,0,0,0,0,0
DL,2015-12-26,2211,N994AT,ATL,12:00:00,12:19:00,19,0,0,0,0,0
DL,2015-12-26,2359,N3760C,SLC,07:15:00,07:13:00,-2,0,0,0,0,0
DL,2015-12-26,2538,N970DL,ATL,11:00:00,10:54:00,-6,0,0,0,0,0
DL,2016-12-26,0151,N956DL,ATL,14:59:00,15:01:00,2,0,0,0,0,0
DL,2016-12-26,0639,N902DA,ATL,07:10:00,07:10:00,0,0,0,0,0,0
DL,2016-12-26,0726,N360NW,ATL,10:46:00,11:05:00,19,0,0,0,0,0
DL,2016-12-26,1050,N364NB,ATL,16:15:00,16:53:00,38,0,0,2,0,38
DL,2016-12-26,1290,N346NB,DTW,06:10:00,06:04:00,-6,0,0,0,0,0
DL,2016-12-26,1323,N946DN,ATL,19:00:00,21:11:00,131,0,0,0,0,110
DL,2016-12-26,1331,N978DL,DTW,09:48:00,09:45:00,-3,0,0,0,0,0
DL,2016-12-26,1333,N918DE,ATL,13:40:00,13:34:00,-6,0,0,0,0,0
DL,2016-12-26,1669,N993DL,MSP,14:40:00,15:12:00,32,0,0,40,0,0
DL,2016-12-26,1791,N978DL,DTW,15:00:00,14:56:00,-4,0,0,0,0,0
DL,2016-12-26,1907,N940DN,ATL,08:45:00,08:44:00,-1,0,0,0,0,0
DL,2016-12-26,1963,N908DA,ATL,06:00:00,05:58:00,-2,0,0,0,0,0
DL,2016-12-26,2010,N917DE,ATL,12:30:00,12:27:00,-3,0,0,0,0,0
DL,2016-12-26,2063,N958DN,MSP,08:35:00,10:47:00,132,124,0,0,0,0
DL,2016-12-26,2067,N810DN,MSP,06:15:00,06:14:00,-1,0,0,0,0,0
DL,2016-12-26,2122,N3735D,SLC,07:15:00,07:19:00,4,0,0,0,0,0
DL,2016-12-26,2139,N952DN,MSP,17:40:00,19:39:00,119,2,0,0,0,97
DL,2016-12-26,2178,N949DL,ATL,17:45:00,17:39:00,-6,0,0,0,0,0
DL,2016-12-26,2441,N900PC,SLC,16:43:00,17:01:00,18,0,0,0,0,0
DL,2016-12-26,2482,N959DL,ATL,11:35:00,11:34:00,-1,0,0,0,0,0
DL,2016-12-26,2516,N902DA,ATL,20:15:00,20:09:00,-6,0,0,0,0,0
DL,2017-12-26,0098,N894AT,DTW,14:55:00,14:51:00,-4,0,0,0,0,0
DL,2017-12-26,0151,N312DN,ATL,15:00:00,15:00:00,0,0,0,0,0,0
DL,2017-12-26,0517,N336NB,ATL,07:00:00,07:01:00,1,0,0,0,0,0
DL,2017-12-26,0639,N326US,ATL,06:00:00,05:58:00,-2,0,0,0,0,0
DL,2017-12-26,0820,N336NW,ATL,12:30:00,12:25:00,-5,0,0,0,0,0
DL,2017-12-26,0839,N303DN,ATL,08:09:00,08:04:00,-5,0,0,0,0,0
DL,2017-12-26,1275,N306DN,ATL,13:41:00,13:46:00,5,0,0,0,0,0
DL,2017-12-26,1368,N924DN,MSP,06:15:00,06:14:00,-1,0,0,0,0,0
DL,2017-12-26,1510,N910DL,CVG,07:00:00,06:50:00,-10,0,0,0,0,0
DL,2017-12-26,1578,N904DA,MSP,17:30:00,17:25:00,-5,0,0,0,0,0
DL,2017-12-26,1671,N920DE,MSP,14:20:00,14:18:00,-2,0,0,0,0,0
DL,2017-12-26,1686,N349NW,DTW,06:00:00,05:55:00,-5,0,0,0,0,0
DL,2017-12-26,1726,N710TW,LAX,17:30:00,17:33:00,3,0,0,22,0,0
DL,2017-12-26,2063,N355NB,MSP,08:30:00,08:23:00,-7,0,0,0,0,0
DL,2017-12-26,2267,N980AT,DTW,09:45:00,09:37:00,-8,0,0,0,0,0
DL,2017-12-26,2432,N556NW,SLC,16:40:00,16:46:00,6,0,0,0,0,0
DL,2017-12-26,2460,N308DN,ATL,11:00:00,10:54:00,-6,0,0,0,0,0
DL,2017-12-26,2490,N306DN,ATL,19:25:00,19:18:00,-7,0,0,0,0,0
DL,2017-12-26,2544,N310DN,ATL,17:45:00,17:45:00,0,0,0,0,0,0
DL,2017-12-26,2614,N329NW,ATL,16:10:00,16:07:00,-3,0,0,0,0,0
DL,2018-12-26,0744,N996AT,DTW,17:35:00,17:28:00,-7,0,0,0,0,0
DL,2018-12-26,0820,N348NW,ATL,12:15:00,12:28:00,13,0,0,0,0,0
DL,2018-12-26,1319,N343NW,ATL,13:27:00,13:36:00,9,0,0,0,0,0
DL,2018-12-26,1368,N322US,MSP,06:05:00,06:02:00,-3,0,0,0,0,0
DL,2018-12-26,1686,N341NB,DTW,06:02:00,05:56:00,-6,0,0,0,0,0
DL,2018-12-26,1737,N349DX,ATL,08:25:00,08:18:00,-7,0,0,0,0,0
DL,2018-12-26,1786,N309DN,ATL,14:58:00,15:11:00,13,0,0,0,0,0
DL,2018-12-26,1855,N985AT,DTW,09:45:00,09:39:00,-6,0,0,0,0,0
DL,2018-12-26,2063,N328NB,MSP,08:30:00,08:24:00,-6,0,0,0,0,0
DL,2018-12-26,2349,N302NB,MSP,14:20:00,14:11:00,-9,0,0,0,0,0
DL,2018-12-26,2388,N924AT,CVG,18:16:00,18:09:00,-7,0,0,0,0,0
DL,2018-12-26,2432,N687DL,SLC,16:32:00,17:09:00,37,0,0,0,0,0
DL,2018-12-26,2460,N323US,ATL,11:00:00,10:56:00,-4,0,0,0,0,0
DL,2018-12-26,2490,N335DN,ATL,19:30:00,19:26:00,-4,0,0,0,0,0
DL,2018-12-26,2544,N376NW,ATL,18:20:00,18:12:00,-8,0,0,0,0,0
DL,2018-12-26,2604,N301DV,ATL,10:00:00,09:55:00,-5,0,0,0,0,0
DL,2018-12-26,2614,N361DN,ATL,16:20:00,16:17:00,-3,0,0,0,0,0
DL,2018-12-26,2686,N707TW,LAX,17:25:00,17:26:00,1,0,0,0,0,0
DL,2018-12-26,2707,N327NB,MSP,16:50:00,16:44:00,-6,0,0,0,0,0
DL,2018-12-26,2721,N335NW,ATL,06:00:00,05:56:00,-4,0,0,0,0,0
DL,2018-12-26,2756,N354NW,ATL,07:00:00,06:55:00,-5,0,0,0,0,0
DL,2018-12-26,2782,N987DN,DTW,14:55:00,14:47:00,-8,0,0,0,0,0
DL,2018-12-26,2983,N343NB,JFK,06:00:00,05:57:00,-3,0,0,0,0,0
DL,2019-12-26,0431,N972AT,DTW,19:56:00,19:56:00,0,0,0,0,0,0
DL,2019-12-26,0474,N360DN,ATL,15:29:00,15:24:00,-5,0,0,0,0,0
DL,2019-12-26,0832,N556NW,SLC,16:47:00,16:46:00,-1,0,0,0,0,0
DL,2019-12-26,0839,N333NW,ATL,06:00:00,06:05:00,5,0,0,0,0,0
DL,2019-12-26,1139,N339DN,ATL,08:05:00,08:03:00,-2,0,0,0,0,0
DL,2019-12-26,1144,N717JL,DTW,17:30:00,17:22:00,-8,0,0,0,0,0
DL,2019-12-26,1368,N998AT,MSP,06:00:00,05:53:00,-7,0,0,0,0,0
DL,2019-12-26,1421,N945AT,DTW,09:49:00,09:43:00,-6,0,0,0,0,0
DL,2019-12-26,1464,N925AT,MSP,11:15:00,11:07:00,-8,0,0,0,0,0
DL,2019-12-26,1515,N343NB,MSP,08:30:00,08:23:00,-7,0,0,0,0,0
DL,2019-12-26,1589,N334NW,MSP,17:10:00,18:14:00,64,0,0,0,0,49
DL,2019-12-26,1631,N718TW,LAX,17:15:00,17:27:00,12,0,0,0,0,0
DL,2019-12-26,1654,N383DZ,ATL,16:43:00,16:50:00,7,0,0,0,0,0
DL,2019-12-26,1764,N965AT,MSP,14:25:00,14:18:00,-7,0,0,0,0,0
DL,2019-12-26,1960,N341NW,DTW,06:00:00,05:53:00,-7,0,0,0,0,0
DL,2019-12-26,2086,N339NB,JFK,06:00:00,05:59:00,-1,0,0,0,0,0
DL,2019-12-26,2238,N348NW,ATL,18:08:00,18:27:00,19,0,0,0,0,0
DL,2019-12-26,2594,N3754A,ATL,11:01:00,11:06:00,5,0,0,0,0,0
DL,2019-12-26,2595,N371NW,ATL,07:05:00,07:03:00,-2,0,0,0,0,0
DL,2019-12-26,2602,N305DN,ATL,12:18:00,12:14:00,-4,0,0,0,0,0
DL,2019-12-26,2638,N320US,ATL,10:00:00,09:57:00,-3,0,0,0,0,0
DL,2019-12-26,2799,N331DN,ATL,13:39:00,13:37:00,-2,0,0,0,0,0
DL,2019-12-26,2811,N365DN,ATL,19:35:00,19:29:00,-6,0,0,0,0,0
DL,2019-12-26,2945,N939AT,DTW,12:59:00,12:52:00,-7,0,0,0,0,0
DL,2020-12-26,0317,N6704Z,LAX,17:25:00,18:58:00,93,71,0,0,0,0
DL,2020-12-26,0440,N326DN,ATL,14:29:00,14:22:00,-7,0,0,0,0,0
DL,2020-12-26,0457,N378NW,ATL,07:00:00,06:54:00,-6,0,0,0,0,0
DL,2020-12-26,0777,N3752,SLC,18:15:00,18:41:00,26,3,0,0,0,16
DL,2020-12-26,1043,N376NW,MSP,17:46:00,17:39:00,-7,0,0,0,0,0
DL,2020-12-26,1108,N339DN,MSP,07:40:00,07:34:00,-6,0,0,0,0,0
DL,2020-12-26,1559,N928AT,DTW,11:30:00,11:21:00,-9,0,0,0,0,0
DL,2020-12-26,2022,N360NB,MSP,14:59:00,14:53:00,-6,0,0,0,0,0
DL,2020-12-26,2226,N338NW,ATL,06:00:00,05:55:00,-5,0,0,0,0,0
DL,2021-12-26,0306,N390DN,ATL,12:59:00,12:59:00,0,0,0,0,0,0
DL,2021-12-26,0307,N372NW,ATL,09:15:00,10:20:00,65,42,0,0,0,0
DL,2021-12-26,0342,N721TW,LAX,17:20:00,17:17:00,-3,0,0,0,0,0
DL,2021-12-26,0361,N102DN,ATL,19:37:00,19:35:00,-2,0,0,0,0,0
DL,2021-12-26,0395,N374DX,ATL,10:31:00,10:34:00,3,0,0,0,0,0
DL,2021-12-26,0418,N376DN,ATL,14:59:00,15:00:00,1,0,0,0,0,0
DL,2021-12-26,0457,N339NW,ATL,06:59:00,00:00:00,0,0,0,0,0,0
DL,2021-12-26,0464,N328DN,ATL,17:00:00,17:00:00,0,0,0,0,0,0
DL,2021-12-26,0528,N332NW,ATL,06:00:00,06:32:00,32,0,0,0,0,0
DL,2021-12-26,0538,N366NW,ATL,11:45:00,11:41:00,-4,0,0,0,0,0
DL,2021-12-26,0539,N357DN,ATL,08:10:00,08:12:00,2,0,0,0,0,0
DL,2021-12-26,0760,N6710E,SLC,17:10:00,00:00:00,0,0,0,0,0,0
DL,2021-12-26,1343,N339NW,MSP,15:00:00,16:32:00,92,92,0,35,0,0
DL,2021-12-26,1465,N338NB,MSP,12:57:00,13:59:00,62,0,0,24,0,62
DL,2021-12-26,1530,N311DN,DTW,10:05:00,00:00:00,0,0,0,0,0,0
DL,2021-12-26,1570,N353NB,DTW,12:30:00,12:27:00,-3,0,0,0,0,0
DL,2021-12-26,1637,N101DU,DTW,20:20:00,20:42:00,22,22,0,1,0,0
DL,2021-12-26,1740,N350NA,MSP,06:16:00,06:44:00,28,28,0,3,0,0
DL,2021-12-26,2244,N337NW,MSP,18:30:00,18:30:00,0,0,0,24,0,0
DL,2021-12-26,2885,N312US,DTW,06:10:00,06:20:00,10,0,0,0,0,0
DL,2021-12-26,2995,N326NB,DTW,17:25:00,17:21:00,-4,0,0,0,0,0
DL,2022-12-26,0306,N321US,ATL,13:05:00,14:11:00,66,6,0,0,0,55
DL,2022-12-26,0342,N710TW,LAX,17:20:00,17:22:00,2,0,0,0,0,0
DL,2022-12-26,0395,N325DN,ATL,10:00:00,10:48:00,48,34,0,8,0,14
DL,2022-12-26,0418,N372NW,ATL,14:50:00,15:08:00,18,11,0,0,0,5
DL,2022-12-26,0457,N360NW,ATL,06:59:00,07:18:00,19,0,0,0,0,0
DL,2022-12-26,0464,N370NW,ATL,17:31:00,17:57:00,26,6,0,0,0,12
DL,2022-12-26,0472,N521DT,SLC,17:13:00,17:16:00,3,0,0,0,0,0
DL,2022-12-26,0528,N332NW,ATL,06:00:00,06:28:00,28,0,0,0,0,0
DL,2022-12-26,0560,N372NW,ATL,09:00:00,09:13:00,13,0,0,0,0,0
DL,2022-12-26,0910,N370NW,ATL,11:19:00,11:20:00,1,0,0,0,0,0
DL,2022-12-26,1343,N354NB,MSP,15:05:00,00:00:00,0,0,0,0,0,0
DL,2022-12-26,1522,N349NW,ATL,08:00:00,07:59:00,-1,0,0,0,0,0
DL,2022-12-26,1740,N359NW,MSP,06:05:00,06:29:00,24,0,0,0,0,0
DL,2022-12-26,2093,N365NB,MSP,11:35:00,11:30:00,-5,0,0,0,0,0
DL,2022-12-26,2206,N372NW,ATL,18:59:00,21:13:00,134,120,0,0,0,0
DL,2022-12-26,2244,N316DN,MSP,18:42:00,19:46:00,64,37,0,0,0,11
DL,2022-12-26,2623,N378NW,DTW,12:59:00,13:37:00,38,36,0,0,0,0
DL,2022-12-26,2675,N361NB,MSP,07:40:00,09:39:00,119,92,0,0,0,0
DL,2022-12-26,2875,N327NB,DTW,10:00:00,09:57:00,-3,0,0,0,0,0
DL,2022-12-26,2885,N378NW,DTW,06:05:00,00:00:00,0,0,0,0,0,0
DL,2022-12-26,2995,N343NB,DTW,18:27:00,18:23:00,-4,0,0,0,0,0
DL,2023-12-26,0380,N326US,ATL,12:00:00,12:09:00,9,0,0,0,0,0
DL,2023-12-26,0392,N707TW,LAX,17:59:00,18:13:00,14,0,0,0,0,0
DL,2023-12-26,0410,N365NW,ATL,06:00:00,06:06:00,6,0,0,0,0,0
DL,2023-12-26,0426,N378NW,ATL,10:00:00,10:01:00,1,0,0,0,0,0
DL,2023-12-26,0455,N345NW,ATL,09:00:00,08:51:00,-9,0,0,0,0,0
DL,2023-12-26,0467,N316NB,MSP,15:19:00,15:09:00,-10,0,0,0,0,0
DL,2023-12-26,0553,N511DE,SLC,17:21:00,17:26:00,5,0,0,0,0,0
DL,2023-12-26,0654,N345NW,ATL,14:00:00,14:21:00,21,0,0,0,0,0
DL,2023-12-26,0759,N383DZ,ATL,15:20:00,15:32:00,12,0,0,0,0,0
DL,2023-12-26,0832,N375NC,ATL,19:55:00,19:47:00,-8,0,0,0,0,0
DL,2023-12-26,0850,N337NB,ATL,17:15:00,17:10:00,-5,0,0,0,0,0
DL,2023-12-26,0959,N369NW,ATL,07:30:00,07:33:00,3,0,0,0,0,0
DL,2023-12-26,1085,N331NB,DTW,10:00:00,09:57:00,-3,0,0,0,0,0
DL,2023-12-26,1165,N316NB,MSP,07:50:00,07:47:00,-3,0,0,0,0,0
DL,2023-12-26,1435,N342NB,DTW,06:05:00,05:56:00,-9,0,0,0,0,0
DL,2023-12-26,1608,N348NW,ATL,18:35:00,18:37:00,2,0,0,0,0,0
DL,2023-12-26,1740,N371NW,MSP,06:00:00,06:05:00,5,0,0,0,0,0
DL,2023-12-26,2280,N318NB,MSP,11:35:00,11:26:00,-9,0,0,0,0,0
DL,2023-12-26,2309,N339NW,MIA,13:45:00,13:57:00,12,12,0,10,0,0
DL,2023-12-26,2475,N302NB,DTW,17:43:00,17:36:00,-7,0,0,0,0,0
DL,2023-12-26,2476,N302NB,DTW,12:32:00,12:25:00,-7,0,0,0,0,0
DL,2023-12-26,2698,N318NB,MSP,19:00:00,18:54:00,-6,0,0,0,0,0
DL,2023-12-26,2729,N549DN,MCO,15:35:00,00:36:00,541,0,0,0,0,522
DL,2023-12-26,2953,N338NW,MCO,06:59:00,06:51:00,-8,0,0,0,0,0
DL,2003-12-27,0427,N3769L,CVG,06:45:00,06:44:00,-1,0,0,0,0,0
DL,2003-12-27,0573,N614DL,SLC,18:05:00,18:09:00,4,0,0,0,0,0
DL,2003-12-27,0585,N999DN,ATL,08:05:00,12:08:00,243,226,0,0,0,0
DL,2003-12-27,0623,N3761R,ATL,14:05:00,14:13:00,8,0,0,0,0,0
DL,2003-12-27,0746,N979DL,JFK,14:55:00,15:18:00,23,0,0,0,0,0
DL,2003-12-27,0843,N952DL,ATL,12:05:00,12:19:00,14,0,0,0,0,0
DL,2003-12-27,0883,N986DL,ATL,21:05:00,21:13:00,8,0,0,0,0,0
DL,2003-12-27,0918,N917DE,ATL,18:05:00,18:05:00,0,0,0,0,0,0
DL,2003-12-27,1285,N979DL,ATL,20:05:00,20:07:00,2,0,0,0,0,0
DL,2003-12-27,1425,N963DL,ATL,07:05:00,07:06:00,1,0,0,0,0,0
DL,2003-12-27,1744,N224DA,LGA,08:30:00,08:28:00,-2,0,0,0,0,0
DL,2003-12-27,1748,N231DN,LGA,10:30:00,10:30:00,0,0,0,0,0,0
DL,2003-12-27,1752,N224DA,LGA,12:30:00,12:38:00,8,0,0,0,0,0
DL,2003-12-27,1756,N231DN,LGA,14:30:00,14:29:00,-1,0,0,0,0,0
DL,2003-12-27,1760,N224DA,LGA,16:30:00,16:30:00,0,0,0,0,0,0
DL,2003-12-27,1764,N231DN,LGA,18:30:00,18:28:00,-2,0,0,0,0,0
DL,2003-12-27,1768,N224DA,LGA,20:30:00,20:28:00,-2,0,0,0,0,0
DL,2004-12-27,0209,N940DL,ATL,17:05:00,17:34:00,29,15,0,1,0,14
DL,2004-12-27,0267,N3746H,ATL,07:05:00,07:30:00,25,0,0,0,0,0
DL,2004-12-27,0301,N924DL,ATL,15:05:00,15:20:00,15,0,0,0,0,0
DL,2004-12-27,0454,N990DL,ATL,09:05:00,09:09:00,4,0,0,0,0,0
DL,2004-12-27,0481,N969DL,CVG,10:05:00,10:04:00,-1,0,0,0,0,0
DL,2004-12-27,0573,N381DA,SLC,16:59:00,16:56:00,-3,0,0,0,0,0
DL,2004-12-27,0585,N927DA,ATL,08:05:00,08:03:00,-2,0,0,0,0,0
DL,2004-12-27,0623,N960DL,ATL,14:05:00,14:09:00,4,0,0,0,0,0
DL,2004-12-27,0746,N947DL,JFK,14:55:00,14:57:00,2,0,0,0,0,0
DL,2004-12-27,0843,N907DL,ATL,12:05:00,12:05:00,0,0,0,0,0,0
DL,2004-12-27,0883,N994DL,ATL,21:05:00,21:45:00,40,14,0,0,0,18
DL,2004-12-27,0918,N998DL,ATL,18:05:00,18:02:00,-3,0,0,0,0,0
DL,2004-12-27,0925,N991DL,ATL,10:05:00,10:05:00,0,0,0,0,0,0
DL,2004-12-27,0961,N922DL,ATL,13:05:00,13:14:00,9,0,0,0,0,0
DL,2004-12-27,0965,N3743H,CVG,06:45:00,07:09:00,24,0,0,0,0,0
DL,2004-12-27,1147,N322DL,CVG,17:59:00,17:53:00,-6,0,0,0,0,0
DL,2004-12-27,1217,N926DL,ATL,16:05:00,16:08:00,3,0,0,24,0,0
